beacon;city;faaId;iata;rwy_num;mag_dec;wmoId;site;runways;name;lat;lid;country;icao;priority;passengers;rwy_len;lon;type;source;state;tz;use;subd;prior;ind;city_icao;country_code;traffic;information;elevation_aerodrome;TOWER_COMMUNICATION;AERODROME_SERVICES;AERODROME_CTR;freqs.RADIO;freqs.ATIS;freqs.DELIVERY/GROUND;freqs.TOWER;freqs.APPROACH;freqs.SAR;freqs.TELEPHONE;freqs.FIC_NAME;freqs.FIC_FREQUENCY;freqs.FIC_NAME_2;freqs.FIC_FREQUENCY_2;url.aviationweather.airport;url.wikipedia;url.website;url.geo;url.wikipedia.aerodrome.image;url.custom_url
;Zellendorf;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [51.899723053, 13.0522222519], 'elevation': 289.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Oehna Airport;51.899723053;;Germany;EDBO;;;;13.0522222519;;;;Europe/Berlin;public;Brandenburg;;;Zellendorf (EDBO);DE;;;289.0;False;False;False;;;;;;;;;;;;;;;;;
;Pinnow;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [53.6152763367, 11.5611114502], 'elevation': 144.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Pinnow Airport;53.6152763367;;Germany;EDBP;;;;11.5611114502;;;;Europe/Berlin;private;Mecklenburg-Vorpommern;;;Pinnow (EDBP);DE;;;144.0;False;False;False;;;;;;;;;;;;;;;;;
;Bronkow;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [51.6705551147, 13.9602775574], 'elevation': 423.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Bronkow Airport;51.6705551147;;Germany;EDBQ;;;;13.9602775574;;;;Europe/Berlin;public;Brandenburg;;;Bronkow (EDBQ);DE;;;423.0;False;False;False;;;;;;;;;;;;;;;;;
;Rothenburg/Oberlausitz;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [51.3633346558, 14.9499998093], 'elevation': 518.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Rothenburg/Gorlitz Airport;51.3633346558;;Germany;EDBR;;;;14.9499998093;;;;Europe/Berlin;public;Saxony;;;Rothenburg/Oberlausitz (EDBR);DE;;;518.0;False;False;False;;;;;;;;;;;;;;;;;
;Kolleda;;;;;;;[{'id': '07/25', 'dimension': '', 'surface': {'type': 'soft', 'surface': 'grass', 'condition': None}, 'alignment': None, 'number': ['07', '25'], 'length': 3035, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '3035', 'LDA': None, '07': {'latlon': [51.1991653442, 11.1925001144], 'elevation': 453.0, 'heading': '07', 'displaced threshold': None}, '25': {'latlon': [51.1991653442, 11.1925001144], 'elevation': 453.0, 'heading': '25', 'displaced threshold': None}, 'slope': 0, 'properties': None}];Sommerda-Dermsdorf Airport;51.1991653442;;Germany;EDBS;;;;11.1925001144;;;;Europe/Berlin;public;Thuringia;;;Kolleda (EDBS);DE;;;451.0;False;False;False;;;;;;;;;;;;;https://en.wikipedia.org/wiki/Flugplatz_Sömmerda-Dermsdorf;[];https://geohack.toolforge.org/geohack.php?pagename=Flugplatz_S%C3%B6mmerda-Dermsdorf&params=51_11_53_N_11_11_47_E_region:DE_type:airport;https://upload.wikimedia.org/wikipedia/commons/5/5d/Aerial_image_of_the_S%C3%B6mmerda-Dermsdorf_airfield.jpg;
;Allstedt;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [51.3805541992, 11.4466667175], 'elevation': 932.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Allstedt Airport;51.3805541992;;Germany;EDBT;;;;11.4466667175;;;;Europe/Berlin;public;Thuringia;;;Allstedt (EDBT);DE;;;932.0;False;False;False;;;;;;;;;;;;;;;;;
;Pritzwalk;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [53.1802787781, 12.1855564117], 'elevation': 289.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Pritzwalk-Sommersberg Airport;53.1802787781;;Germany;EDBU;;;;12.1855564117;;;;Europe/Berlin;public;Brandenburg;;;Pritzwalk (EDBU);DE;;;289.0;False;False;False;;;;;;;;;;;;;;;;;
;Stralsund;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [54.3358345032, 13.0433330536], 'elevation': 49.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Stralsund Airport;54.3358345032;;Germany;EDBV;;;;13.0433330536;;;;Europe/Berlin;public;Mecklenburg-Vorpommern;;;Stralsund (EDBV);DE;;;49.0;False;False;False;;;;;;;;;;;;;;;;;
;Werneuchen;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [52.6316680908, 13.7669439316], 'elevation': 262.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Werneuchen Airport;52.6316680908;;Germany;EDBW;;;;13.7669439316;;;;Europe/Berlin;public;Brandenburg;;;Werneuchen (EDBW);DE;;;262.0;False;False;False;;;;;;;;;;;;;;;;;
;Gorlitz;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [51.1588897705, 14.9502782822], 'elevation': 778.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Gorlitz Airport;51.1588897705;;Germany;EDBX;;;;14.9502782822;;;;Europe/Berlin;public;Saxony;;;Gorlitz (EDBX);DE;;;778.0;False;False;False;;;;;;;;;;;;;;;;;
;Schmoldow;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [53.9722213745, 13.3436107635], 'elevation': 105.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Schmoldow Airport;53.9722213745;;Germany;EDBY;;;;13.3436107635;;;;Europe/Berlin;public;Mecklenburg-Vorpommern;;;Schmoldow (EDBY);DE;;;105.0;False;False;False;;;;;;;;;;;;;;;;;
;Schwarzheide;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [51.4897232056, 13.8794441223], 'elevation': 331.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Schwarzheide/Schipkau Airport;51.4897232056;;Germany;EDBZ;;;;13.8794441223;;;;Europe/Berlin;public;Brandenburg;;;Schwarzheide (EDBZ);DE;;;331.0;False;False;False;;;;;;;;;;;;;;;;;
;Anklam;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [53.8327789307, 13.6686105728], 'elevation': 16.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Anklam Airport;53.8327789307;;Germany;EDCA;;;;13.6686105728;;;;Europe/Berlin;public;Mecklenburg-Vorpommern;;;Anklam (EDCA);DE;;;16.0;False;False;False;;;;;;;;;;;;;;;;;
;Ballenstedt;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [51.7458343506, 11.229722023], 'elevation': 535.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Ballenstedt Airport;51.7458343506;;Germany;EDCB;;;;11.229722023;;;;Europe/Berlin;public;Sachsen-Anhalt;;;Ballenstedt (EDCB);DE;;;535.0;False;False;False;;;;;;;;;;;;;;;;;
;Cottbus;;CBU;;;;;[{'id': '07/25', 'dimension': '', 'surface': {'type': 'hard', 'surface': 'asphalt', 'condition': None}, 'alignment': None, 'number': ['07', '25'], 'length': 2484, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '2484', 'LDA': None, '07': {'latlon': [51.8894424438, 14.5319442749], 'elevation': 272.0, 'heading': '07', 'displaced threshold': None}, '25': {'latlon': [51.8894424438, 14.5319442749], 'elevation': 272.0, 'heading': '25', 'displaced threshold': None}, 'slope': 0, 'properties': 'Concrete'}];Cottbus-Drewitz Airport;51.8894424438;;Germany;EDCD;;;;14.5319442749;;;;Europe/Berlin;;Brandenburg;;;Cottbus (EDCD);DE;;;276.0;False;False;False;;;;;;;;;;;;;https://en.wikipedia.org/wiki/Cottbus-Drewitz_Airport;http://www.flugplatz-drewitz.de/;https://geohack.toolforge.org/geohack.php?pagename=Cottbus-Drewitz_Airport&params=51_53_22_N_14_31_55_E_region:DE-BB_type:airport;https://upload.wikimedia.org/wikipedia/commons/e/eb/Lim-5_%28MiG-17F%29_Drewitz_%2822330306303%29.jpg;
;Eggersdorf;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [52.4816665649, 14.0874996185], 'elevation': 223.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Eggersdorf Airport;52.4816665649;;Germany;EDCE;;;;14.0874996185;;;;Europe/Berlin;public;Brandenburg;;;Eggersdorf (EDCE);DE;;;223.0;False;False;False;;;;;;;;;;;;;;;;;
;Friedersdorf;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [52.2832984924, 13.8069000244], 'elevation': 115.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Friedersdorf Airport;52.2832984924;;Germany;EDCF;;;;13.8069000244;;;;Europe/Berlin;;Brandenburg;;;Friedersdorf (EDCF);DE;;;115.0;False;False;False;;;;;;;;;;;;;;;;;
;Rugen;;GTI;;;;;[{'id': '08/26', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': ['08', '26'], 'length': 900, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '900', 'LDA': None, '08': {'latlon': [54.3833312988, 13.3255558014], 'elevation': 69.0, 'heading': '08', 'displaced threshold': None}, '26': {'latlon': [54.3833312988, 13.3255558014], 'elevation': 69.0, 'heading': '26', 'displaced threshold': None}, 'slope': 0, 'properties': None}];Rugen Airport;54.3833312988;;Germany;EDCG;;;;13.3255558014;;;;Europe/Berlin;public;Mecklenburg-Vorpommern;;;Rugen (EDCG);DE;;;69.0;False;False;False;;;;;;;;;;;;;https://en.wikipedia.org/wiki/Rügen_Airport;[];https://geohack.toolforge.org/geohack.php?pagename=R%C3%BCgen_Airport&params=54_23_03_N_013_19_54_E_type:airport_region:DE-MV;https://upload.wikimedia.org/wikipedia/commons/d/d2/G%C3%BCttin.jpg;
;Rehmsdorf;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [51.043056488, 12.233332634], 'elevation': 673.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Sprossen Airport;51.043056488;;Germany;EDCH;;;;12.233332634;;;;Europe/Berlin;public;Sachsen-Anhalt;;;Rehmsdorf (EDCH);DE;;;673.0;False;False;False;;;;;;;;;;;;;;;;;
;Bautzen;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [51.2738876343, 14.5063886642], 'elevation': 486.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Klix Airport;51.2738876343;;Germany;EDCI;;;;14.5063886642;;;;Europe/Berlin;public;Saxony;;;Bautzen (EDCI);DE;;;486.0;False;False;False;;;;;;;;;;;;;;;;;
;Chemnitz;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [50.7475013733, 12.8374996185], 'elevation': 1198.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Chemnitz/Jahnsdorf Airport;50.7475013733;;Germany;EDCJ;;;;12.8374996185;;;;Europe/Berlin;public;Saxony;;;Chemnitz (EDCJ);DE;;;1198.0;False;False;False;;;;;;;;;;;;;;;;;
;Kothen;;KOQ;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [51.7211112976, 11.9527778625], 'elevation': 305.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Kothen Airport;51.7211112976;;Germany;EDCK;;;;11.9527778625;;;;Europe/Berlin;public;Sachsen-Anhalt;;;Kothen (EDCK);DE;;;305.0;False;False;False;;;;;;;;;;;;;;;;;
;Scharlibbe;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [52.7094421387, 12.0733327866], 'elevation': 95.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Klietz/Scharlibbe Airport;52.7094421387;;Germany;EDCL;;;;12.0733327866;;;;Europe/Berlin;public;Sachsen-Anhalt;;;Scharlibbe (EDCL);DE;;;95.0;False;False;False;;;;;;;;;;;;;;;;;
;Kamenz;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [51.2969436646, 14.1274995804], 'elevation': 495.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Kamenz Airport;51.2969436646;;Germany;EDCM;;;;14.1274995804;;;;Europe/Berlin;public;Saxony;;;Kamenz (EDCM);DE;;;495.0;False;False;False;;;;;;;;;;;;;;;;;
;Nauen;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [52.6277999878, 12.9139003754], 'elevation': 112.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Nauen Airport;52.6277999878;;Germany;EDCN;;;;12.9139003754;;;;Europe/Berlin;;Brandenburg;;;Nauen (EDCN);DE;;;112.0;False;False;False;;;;;;;;;;;;;;;;;
;Obermehler;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [51.2677764893, 10.634721756], 'elevation': 909.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Obermehler-Schlotheim Airport;51.2677764893;;Germany;EDCO;;;;10.634721756;;;;Europe/Berlin;public;Thuringia;;;Obermehler (EDCO);DE;;;909.0;False;False;False;;;;;;;;;;;;;;;;;
;Peenemunde;;PEF;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [54.1577796936, 13.7744436264], 'elevation': 7.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Peenemunde Airport;54.1577796936;;Germany;EDCP;;;;13.7744436264;;;;Europe/Berlin;public;Mecklenburg-Vorpommern;;;Peenemunde (EDCP);DE;;;7.0;False;False;False;;;;;;;;;;;;;;;;;
;Aschersleben;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [51.7669448853, 11.4983329773], 'elevation': 525.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Aschersleben Airport;51.7669448853;;Germany;EDCQ;;;;11.4983329773;;;;Europe/Berlin;public;Sachsen-Anhalt;;;Aschersleben (EDCQ);DE;;;525.0;False;False;False;;;;;;;;;;;;;;;;;
;Rerik;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [54.081943512, 11.6491670609], 'elevation': 30.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Rerik-Zweedorf Airport;54.081943512;;Germany;EDCR;;;;11.6491670609;;;;Europe/Berlin;public;Mecklenburg-Vorpommern;;;Rerik (EDCR);DE;;;30.0;False;False;False;;;;;;;;;;;;;;;;;
;Saarmund;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [52.3083343506, 13.1005563736], 'elevation': 174.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Saarmund Airport;52.3083343506;;Germany;EDCS;;;;13.1005563736;;;;Europe/Berlin;public;Brandenburg;;;Saarmund (EDCS);DE;;;174.0;False;False;False;;;;;;;;;;;;;;;;;
;Taucha;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [51.3950004578, 12.5369443893], 'elevation': 492.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Taucha Airport;51.3950004578;;Germany;EDCT;;;;12.5369443893;;;;Europe/Berlin;public;Saxony;;;Taucha (EDCT);DE;;;492.0;False;False;False;;;;;;;;;;;;;;;;;
;Gustrow;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [53.8052787781, 12.2305555344], 'elevation': 46.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Gustrow Airport;53.8052787781;;Germany;EDCU;;;;12.2305555344;;;;Europe/Berlin;public;Mecklenburg-Vorpommern;;;Gustrow (EDCU);DE;;;46.0;False;False;False;;;;;;;;;;;;;;;;;
;Pasewalk;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [53.505279541, 13.9483327866], 'elevation': 72.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Pasewalk Airport;53.505279541;;Germany;EDCV;;;;13.9483327866;;;;Europe/Berlin;public;Mecklenburg-Vorpommern;;;Pasewalk (EDCV);DE;;;72.0;False;False;False;;;;;;;;;;;;;;;;;
;Wismar;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [53.9144439697, 11.4994440079], 'elevation': 43.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Wismar Airport;53.9144439697;;Germany;EDCW;;;;11.4994440079;;;;Europe/Berlin;public;Mecklenburg-Vorpommern;;;Wismar (EDCW);DE;;;43.0;False;False;False;;;;;;;;;;;;;;;;;
